Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Command,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
competitor-shorts,,,,,,,,,Large,,,,,SQ4560269,0,,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,active
copy-competitor-shorts-crimson,Rival Shorts - Jade,"<p style=""white-space: pre-wrap;"" data-rte-preserve-empty=""true""><strong>True to size.</strong></p>
<p style=""white-space: pre-wrap;"" data-rte-preserve-empty=""true"">If you are in between sizes we recommend sizing up for a more relaxed fit.</p>
<p style=""white-space: pre-wrap;"" data-rte-preserve-empty=""true"">Model: 118LBS, Wearing Small</p>",My Store,,,,true,Size,Small,,,,,SQ4560267,0,,,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/DSC06293.jpg?v=1760387116,,Rival Shorts - Jade,false,,,,,,,,,,,,,,,,,,,,,active
copy-competitor-shorts-crimson,,,,,,,,,Medium,,,,,SQ4560268,0,,,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/DSC06298.jpg?v=1760387116,,Rival Shorts - Jade,,,,,,,,,,,,,,,,,,,,,,active
copy-competitor-shorts-crimson,,,,,,,,,Large,,,,,SQ4560269,0,,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-2,Glow Shorts - Blossom,"<p><strong style=""white-space-collapse: preserve; font-size: 0.875rem;""><em>If you are in between sizes we recommend sizing up for a more relaxed fit.</em></strong></p>
<p><em><span style=""white-space-collapse: preserve; font-size: 0.875rem;"">Ultra-Thin &amp; Soft Texture</span></em></p>
<p class="""" style=""white-space: pre-wrap;""><em>Model: 124LBS, Wearing Small</em></p>
<p> </p>",My Store,,,,true,Size,Small,,,,,SQ8245427,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/1-DSC05386.jpg?v=1759121437,,Glow Shorts - Blossom,false,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-2,,,,,,,,,Medium,,,,,SQ8245428,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/2-DSC05392.jpg?v=1759121437,,Glow Shorts - Blossom,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-2,,,,,,,,,Large,,,,,SQ8245429,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/3-DSC05397.jpg?v=1759121436,,Glow Shorts - Blossom,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/4-DSC05405.jpg?v=1759121437,,Glow Shorts - Blossom,,,,,,,,,,,,,,,,,,,,,,
glow-shorts-template-copy-copy-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/5-DSC05412.jpg?v=1759121437,,Glow Shorts - Blossom,,,,,,,,,,,,,,,,,,,,,,
glow-shorts-template-copy-2,Glow Shorts - Ember,"<p><strong style=""white-space-collapse: preserve; font-size: 0.875rem;""><em>If you are in between sizes we recommend sizing up for a more relaxed fit.</em></strong></p>
<p><em><span style=""white-space-collapse: preserve; font-size: 0.875rem;"">Ultra-Thin &amp; Soft Texture</span></em></p>
<p class="""" style=""white-space: pre-wrap;""><em>Model: 124LBS, Wearing Small</em></p>
<p> </p>",My Store,,,,true,Size,Small,,,,,SQ8245427,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/16-DSC05619.jpg?v=1759121507,,Glow Shorts - Ember,false,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-2,,,,,,,,,Medium,,,,,SQ8245428,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/17-DSC05624.jpg?v=1759121507,,Glow Shorts - Ember,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-2,,,,,,,,,Large,,,,,SQ8245429,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/18-DSC05633.jpg?v=1759121507,,Glow Shorts - Ember,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/19-DSC05636.jpg?v=1759121507,,Glow Shorts - Ember,,,,,,,,,,,,,,,,,,,,,,
glow-shorts-template-copy-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/20-DSC05642.jpg?v=1759121507,,Glow Shorts - Ember,,,,,,,,,,,,,,,,,,,,,,
glow-shorts-template-copy-copy-copy-copy-copy,Glow Shorts - Lavender,"<p><strong style=""white-space-collapse: preserve; font-size: 0.875rem;""><em>If you are in between sizes we recommend sizing up for a more relaxed fit.</em></strong></p>
<p><em><span style=""white-space-collapse: preserve; font-size: 0.875rem;"">Ultra-Thin &amp; Soft Texture</span></em></p>
<p class="""" style=""white-space: pre-wrap;""><em>Model: 124LBS, Wearing Small</em></p>
<p> </p>",My Store,,,,true,Size,Small,,,,,SQ8245427,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/6-DSC05539.jpg?v=1759121197,,Glow Shorts - Lavender,false,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-copy-copy-copy,,,,,,,,,Medium,,,,,SQ8245428,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/7-DSC05546.jpg?v=1759121197,,Glow Shorts - Lavender,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-copy-copy-copy,,,,,,,,,Large,,,,,SQ8245429,0,,,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/8-DSC05550.jpg?v=1759121197,,Glow Shorts - Lavender,,,,,,,,,,,,,,,,,,,,,,active
glow-shorts-template-copy-copy-copy-copy-copy,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/9-DSC05558.jpg?v=1759121197,,Glow Shorts - Lavender,,,,,,,,,,,,,,,,,,,,,,
glow-shorts-template-copy-copy-copy-copy-copy,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0685/9050/2048/files/10-DSC05561.jpg?v=1759121197,,Glow Shorts - Lavender,,,,,,,,,,,,,,,,,,,,,,
